"id_restaurant","nom_restaurant","prix_moyen","rating","nb_notes","adresse","ville","main_category","commune","code_postal","arrondissement","zone_paris","insee_from_cp","insee_com","nom_arrondissement","pop_totale","pop_3_20_ans","nb_familles","nb_familles_mono","part_pop_3_20","part_fam_mono","revenu_median","taux_bac","taux_ouvrier","taux_chomage","facteur_deprivation","part_apl"
822,"X Lagrange",15.0,4.8,2192,"10 Rue Lagrange","Paris, Ile-de-France, France","restaurant","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
823,"Les Caves Populaires",10.5,4.8,963,"22 Rue des Dames","Paris, Ile-de-France, France","pub et bar","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
824,"amarante restaurant paris 75012",64.5,4.8,753,"4 Rue Biscornet","Paris, Ile-de-France, France","restaurant francais","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
825,"Le Grand Restaurant Jean Francois Piege",100.0,4.8,978,"7 Rue dAguesseau","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
826,"Aux Emotions",15.0,4.8,2206,"1 Rue Dante","Paris, Ile-de-France, France","pub et bar","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
827,"Tanori",15.0,4.8,2818,"12 Rue Volta","Paris, Ile-de-France, France","sushis","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
828,"Chez Julien",67.5,4.8,5478,"1 Rue du Pont Louis-Philippe","Paris, Ile-de-France, France","restaurant francais","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
829,"Su Misura Restaurant 100 Sans Gluten",25.0,4.8,3276,"22 Av. Rapp","Paris, Ile-de-France, France","restaurant","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
830,"Cafe Dauteur",5.5,4.8,964,"25 Rue De Lhirondelle","Paris, Ile-de-France, France","cafe","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
831,"Le Comptoir General",20.0,4.8,7875,"84 Quai de Jemmapes","Paris, Ile-de-France, France","restaurant","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
832,"Pepita - Restaurant Paris 5",25.0,4.8,1667,"88 Bd Saint-Germain","Paris, Ile-de-France, France","pizzeria","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
833,"Quick Paris Sebastopol",15.0,4.8,2074,"25 Boulevard De Sebastopol","Paris, Ile-de-France, France","fast food","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
834,"Le Pain Quotidien",15.0,4.8,2738,"18 Pl. du Marche Saint-Honore","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
835,"La Bellevilloise",15.5,4.8,7260,"19-21 Rue Boyer","Paris, Ile-de-France, France","pub et bar","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
836,"Dar Mima",15.0,4.8,3619,"1 Rue Des Fosses Saint-bernard","Paris, Ile-de-France, France","restaurant marocains","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
837,"Hanami Tea Time - Paris",15.0,4.8,2260,"50 Rue Des Gravilliers","Paris, Ile-de-France, France","desserts","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
838,"Granite",100.0,4.8,891,"6 Rue Bailleul","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
839,"LiLi",100.0,4.8,1053,"19 Av. Kleber","Paris, Ile-de-France, France","restaurant","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
840,"Le Goeland Daligre",15.0,4.8,1143,"10 Place Daligre","Paris, Ile-de-France, France","desserts","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
841,"Jules",15.0,4.8,3691,"2 Rue Bobillot","Paris, Ile-de-France, France","cafe","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
842,"SEEKLO Indian grill bar Restaurant",25.0,4.8,1410,"96 Rue Oberkampf","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
843,"Barawine",25.0,4.8,763,"25 Rue de Charonne","Paris, Ile-de-France, France","pub et bar","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
844,"Sushi Shunei",100.0,4.8,218,"3 Rue Audran","Paris, Ile-de-France, France","sushis","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
845,"Le Sirocco",35.0,4.8,1483,"8 Bis Rue des Gobelins","Paris, Ile-de-France, France","restaurant","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
846,"Leon Fish Brasserie - Montparnasse",25.0,4.8,7123,"82 BIS Bd du Montparnasse","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
847,"the friendly kitchen",30.0,4.8,1538,"8 Rue Popincourt","Paris, Ile-de-France, France","vegetarien","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
848,"Cafe de la Regence",25.0,4.8,5018,"167 Rue Saint-Honore","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
849,"Crazy For MoMo Paris Anvers",15.0,4.8,844,"91 Rue Marguerite de Rochechouart","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
850,"La Creperie de Josselin",15.0,4.8,8264,"67 Rue du Montparnasse","Paris, Ile-de-France, France","desserts","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
851,"Burger Fries Bonne Nouvelle",15.0,4.8,4393,"1 Boulevard de Bonne Nouvelle","Paris, Ile-de-France, France","fast food","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
852,"Kigawa",100.0,4.8,1022,"186 Rue du Chateau","Paris, Ile-de-France, France","restaurant francais","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
853,"Terrasse Beirut",15.0,4.8,896,"9 Rue Jaucourt","Paris, Ile-de-France, France","restaurant libanais","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
854,"Restaurant KISS",15.0,4.8,2416,"3 Rue Abel Hovelacque","Paris, Ile-de-France, France","restaurant","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
855,"Cafe de lEmpire",15.0,4.8,3320,"17 Rue du Bac","Paris, Ile-de-France, France","cafe","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
856,"Le NImporte Quoi",15.0,4.8,3428,"16 Rue du Roule","Paris, Ile-de-France, France","bars a cocktails","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
857,"Elmer - Cuisine au feu de bois rotissoire",100.0,4.8,1351,"30 Rue Notre Dame de Nazareth","Paris, Ile-de-France, France","restaurant francais","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
858,"Diletto",15.0,4.8,785,"50 Boulevard Voltaire","Paris, Ile-de-France, France","cafe","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
859,"Loliveto Paris",30.0,4.8,5141,"38 Rue De Buci","Paris, Ile-de-France, France","restaurant italiens","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
860,"Riz Riz",25.0,4.8,1449,"221 Rue Saint-Martin","Paris, Ile-de-France, France","vegetarien","Paris","75003",3,"centre","75103","75103","Paris 3e Arrondissement",33402.0,4727.55499053531,7816.18302332249,1418.54178817573,0.617471409097184,0.932567652401368,33180,0.836094404907947,0.02735407706541,0.080415680775181,2.7962955716641,5.736
861,"RESTAURANT LE TRESOR",19.5,4.8,4229,"9 Rue du Tresor","Paris, Ile-de-France, France","restaurant francais","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
862,"Cevicheria PETIT PACIFICO - Specialiste du ceviche caliente a Paris et des ceviches au caviar de poisson Plats a emporter",25.0,4.8,758,"38 Rue de Citeaux","Paris, Ile-de-France, France","restaurant","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
863,"Osteria Brutto",40.0,4.8,922,"15 Rue Gracieuse","Paris, Ile-de-France, France","restaurant italiens","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
864,"Brasserie Napoleon III",25.0,4.8,2289,"1 Pl. Armand Carrel","Paris, Ile-de-France, France","restaurant francais","Paris","75019",19,"peripherie","75119","75119","Paris 19e Arrondissement",183211.0,36230.9947717827,43874.4446783109,10162.3912991788,0.862743009027822,1.19019251322711,21990,0.646506940756822,0.063920954720353,0.116502069773071,-0.544546534060954,4.904
865,"Lady Marmelade",25.0,4.8,641,"46 Rue Lamarck","Paris, Ile-de-France, France","restaurant","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
866,"Restaurant coreen SINDANG GRILL Paris 2",25.0,4.8,1201,"51 Pass. des Panoramas","Paris, Ile-de-France, France","restaurant coreens","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
867,"Juveniles",41.0,4.8,1470,"47 Rue de Richelieu","Paris, Ile-de-France, France","pub et bar","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
868,"Naniwa-Ya Izakaya",15.0,4.8,3444,"11 Rue Sainte-Anne","Paris, Ile-de-France, France","sushis","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
869,"Ritz Paris Le Comptoir Cambon",14.0,4.8,3065,"38 Rue Cambon","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
